"Reference_Name","ISO_639","Language_Type","DLS_Level","Raw_Score","Adjusted_Score","Proportional_Score","Content","Encoding","Surface","Localized","Meaning","Speech","Assistant"
"Tamnim Citak","tml","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Iau","tmu","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Temuan","tmw","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tanimuca-Retuarã","tnc","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Kwamera","tnk","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Lenakel","tnl","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Whitesands","tnp","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Coyutla Totonac","toc","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tobian","tox","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Taupota","tpa","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tlacoapa Me'phaa","tpl","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tlachichilco Tepehua","tpt","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Acatepec Me'phaa","tpx","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Copala Triqui","trc","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tarao Naga","tro","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"San Martín Itunyoso Triqui","trq","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Turkish Sign Language","tsm","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tutelo","tta","Extinct","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tutong","ttg","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Mutu","tuc","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tuyuca","tue","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Central Tunebo","tuf","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Southeast Ambrym","tvk","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tavoyan","tvn","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tutsa Naga","tvt","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Sedoa","tvw","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Taivoan","tvx","Extinct","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tewe","twx","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Toto","txo","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tonsea","txs","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Citak","txt","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Kayapó","txu","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Ubir","ubr","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Udihe","ude","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Muduga","udg","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Uduk","udu","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Uruguayan Sign Language","ugy","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Damal","uhn","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Ulch","ulc","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Meriam Mir","ulk","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Umatilla","uma","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Makyan Naga","umn","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Munda","unx","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Urubú-Kaapor","urb","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Orya","ury","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Kulon-Pazeh","uun","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Southern Uzbek","uzs","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Varli","vav","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Wayu","vay","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Vlaamse Gebarentaal","vgt","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Makhuwa-Shirima","vmk","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Soyaltepec Mazatec","vmp","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Ayautla Mazatec","vmy","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Wagiman","waq","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Kaninuwa","wat","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Waiwai","waw","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Wayana","way","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Wedau","wed","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Wahau Kenyah","whk","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Wik-Mungkan","wim","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Walak","wlw","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Wambule","wme","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Walmajarri","wmt","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Mwani","wmw","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Wano","wno","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Maco","wpc","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Wiradjuri","wrh","Extinct","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Garrwa","wrk","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Warumungu","wrm","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Silimo","wul","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Western Fijian","wyy","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Classical Armenian","xcl","Historical","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Antankarana Malagasy","xmv","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Kanakanabu","xnb","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Anglo-Norman","xno","Historical","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Mohegan-Pequot","xpq","Extinct","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Saisiyat","xsy","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Alcozauca Mixtec","xta","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Katcha-Kadugli-Miri","xtc","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Magdalena Peñasco Mixtec","xtm","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Northern Tlaxiaco Mixtec","xtn","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Kunigami","xug","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Zhang-Zhung","xzh","Ancient","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yaminahua","yaa","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Pass Valley Yali","yac","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yaka (Democratic Republic of Congo)","yaf","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yagnobi","yai","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yalunka","yal","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yakha","ybh","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yucuna","ycn","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Ravula","yea","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yetfa","yet","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yindjibarndi","yij","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yimchungru Naga","yim","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Riang Lai","yin","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Northern Yukaghir","ykg","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Angguruk Yali","yli","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yansi","yns","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yugoslavian Sign Language","ysl","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yugambal","yub","Extinct","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yuchi","yuc","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yuracare","yuz","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Yawa","yva","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Copainalá Zoque","zoc","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Tabasco Zoque","zoq","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Francisco León Zoque","zos","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Záparo","zro","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Mairasi","zrs","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"Zay","zwa","Living","Emerging",1,0.1496,0.00544,0.1496,0,0,0,0,0,0
"En","enc","Living","Emerging",1,5e-04,1.8e-05,0,0,0,5e-04,0,0,0
"Mongol","mgt","Living","Emerging",1,5e-04,1.8e-05,0,0,5e-04,0,0,0,0
"Zuni","zun","Living","Emerging",1,5e-04,1.8e-05,0,0,0,5e-04,0,0,0
"Mamaa","mhf","Living","Emerging",1,3e-04,9e-06,0,0,0,0,3e-04,0,0
"Alumu-Tesu","aab","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ari","aac","Living","Still",0,0,0,0,0,0,0,0,0,0
"Amal","aad","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aranadan","aaf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ambrak","aag","Living","Still",0,0,0,0,0,0,0,0,0,0
"Abu' Arapesh","aah","Living","Still",0,0,0,0,0,0,0,0,0,0
"Anambé","aan","Living","Still",0,0,0,0,0,0,0,0,0,0
"Algerian Saharan Arabic","aao","Living","Still",0,0,0,0,0,0,0,0,0,0
"Pará Arára","aap","Living","Still",0,0,0,0,0,0,0,0,0,0
"Eastern Abnaki","aaq","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Aasáx","aas","Living","Still",0,0,0,0,0,0,0,0,0,0
"Arvanitika Albanian","aat","Living","Still",0,0,0,0,0,0,0,0,0,0
"Solong","aaw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mandobo Atas","aax","Living","Still",0,0,0,0,0,0,0,0,0,0
"Manide","abd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Abai Sungai","abf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Abaga","abg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aka-Bea","abj","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Lampung Nyo","abl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Abanyom","abm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Abon","abo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Pal","abw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Áncá","acb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aka-Cari","aci","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Aka-Kora","ack","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Akar-Bale","acl","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Eastern Acipa","acp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Acroá","acs","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Acheron","acz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Atauran","adb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Dhofari Arabic","adf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Andegerebinha","adg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Adang","adn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Abu","ado","Living","Still",0,0,0,0,0,0,0,0,0,0
"Adonara","adr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Adamorobe Sign Language","ads","Living","Still",0,0,0,0,0,0,0,0,0,0
"Adnyamathanha","adt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aduge","adu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Amundava","adw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Areba","aea","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Northeast Pashai","aee","Living","Still",0,0,0,0,0,0,0,0,0,0
"Haeke","aek","Living","Still",0,0,0,0,0,0,0,0,0,0
"Arem","aem","Living","Still",0,0,0,0,0,0,0,0,0,0
"Alsea","aes","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Ambakich","aew","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aeka","aez","Living","Still",0,0,0,0,0,0,0,0,0,0
"Andai","afd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Afghan Sign Language","afg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Afrihili","afh","Constructed","Still",0,0,0,0,0,0,0,0,0,0
"Akrukay","afi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Nanubae","afk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Defaka","afn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Eloyi","afo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Tapei","afp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Afitti","aft","Living","Still",0,0,0,0,0,0,0,0,0,0
"Awutu","afu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Obokuitai","afz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aguano","aga","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Legbo","agb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Angal","age","Living","Still",0,0,0,0,0,0,0,0,0,0
"Arguni","agf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Agariya","agi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Argobba","agj","Living","Still",0,0,0,0,0,0,0,0,0,0
"Isarog Agta","agk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Fembe","agl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Remontado Dumagat","agv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mt. Iriga Agta","agz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Axamb","ahb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aghu","ahh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Tiagbamrin Aizi","ahi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mobumrin Aizi","ahm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Àhàn","ahn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ahom","aho","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Aproumu Aizi","ahp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ashe","ahs","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ainu (China)","aib","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ainbai","aic","Living","Still",0,0,0,0,0,0,0,0,0,0
"Alngith","aid","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Amara","aie","Living","Still",0,0,0,0,0,0,0,0,0,0
"Agi","aif","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ai-Cham","aih","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lishanid Noshan","aij","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ake","aik","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aimele","ail","Living","Still",0,0,0,0,0,0,0,0,0,0
"Burumakok","aip","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aimaq","aiq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Airoran","air","Living","Still",0,0,0,0,0,0,0,0,0,0
"Arikem","ait","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Aighon","aix","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ali","aiy","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aja (South Sudan)","aja","Living","Still",0,0,0,0,0,0,0,0,0,0
"Andajin","ajn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Judeo-Tunisian Arabic","ajt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ajawa","ajw","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Ukpet-Ehom","akd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Anakalangu","akg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aiome","aki","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aka-Jeru","akj","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Akkadian","akk","Ancient","Still",0,0,0,0,0,0,0,0,0,0
"Aka-Bo","akm","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Akurio","ako","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ak","akq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Araki","akr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Akaselem","aks","Living","Still",0,0,0,0,0,0,0,0,0,0
"Akolet","akt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aka-Kede","akx","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Aka-Kol","aky","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Qawasqar","alc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Alege","alf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Alawa","alh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Alak","alk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Allar","all","Living","Still",0,0,0,0,0,0,0,0,0,0
"Amblong","alm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Larike-Wakasihu","alo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Alutor","alr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Alaba-K’abeena","alw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Amol","alx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Amanayé","ama","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Ambo","amb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Amurdak","amg","Living","Still",0,0,0,0,0,0,0,0,0,0
"War-Jaintia","aml","Living","Still",0,0,0,0,0,0,0,0,0,0
"Amo","amo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Amahai","amq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Amto","amt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ambelau","amv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ami","amy","Living","Still",0,0,0,0,0,0,0,0,0,0
"Atampaya","amz","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Andoa","anb","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Ansus","and","Living","Still",0,0,0,0,0,0,0,0,0,0
"Animere","anf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Andi","ani","Living","Still",0,0,0,0,0,0,0,0,0,0
"Anor","anj","Living","Still",0,0,0,0,0,0,0,0,0,0
"Andoque","ano","Living","Still",0,0,0,0,0,0,0,0,0,0
"Jarawa (India)","anq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Andh","anr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Anserma","ans","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Andra-Hus","anx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Anem","anz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Abom","aob","Living","Still",0,0,0,0,0,0,0,0,0,0
"Andarum","aod","Living","Still",0,0,0,0,0,0,0,0,0,0
"Angal Enen","aoe","Living","Still",0,0,0,0,0,0,0,0,0,0
"Bragat","aof","Living","Still",0,0,0,0,0,0,0,0,0,0
"Angoram","aog","Living","Still",0,0,0,0,0,0,0,0,0,0
"Arhö","aok","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aore","aor","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Taikat","aos","Living","Still",0,0,0,0,0,0,0,0,0,0
"Atong (India)","aot","Living","Still",0,0,0,0,0,0,0,0,0,0
"A'ou","aou","Living","Still",0,0,0,0,0,0,0,0,0,0
"Atorada","aox","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ampanang","apg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Apiaká","api","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ambul","apo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Apma","app","Living","Still",0,0,0,0,0,0,0,0,0,0
"A-Pucikwar","apq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Alapmunte","apv","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Aputai","apx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Archi","aqc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ampari Dogon","aqd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aninka","aqk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Atohwaim","aqm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Atakapa","aqp","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Arhâ","aqr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Angaité","aqt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Akuntsu","aqz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Arabana","ard","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Arikara","ari","Living","Still",0,0,0,0,0,0,0,0,0,0
"Arapaso","arj","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Arikapú","ark","Living","Still",0,0,0,0,0,0,0,0,0,0
"Karo (Brazil)","arr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aruá (Amazonas State)","aru","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Arbore","arv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Arawak","arw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aruá (Rodonia State)","arx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Abishira","ash","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Buruwai","asi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ashkun","ask","Living","Still",0,0,0,0,0,0,0,0,0,0
"Asilulu","asl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Xingú Asuriní","asn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Algerian Sign Language","asp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Asuri","asr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Tocantins Asurini","asu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Australian Aborigines Sign Language","asw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Muratayak","asx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Yaosakor Asmat","asy","Living","Still",0,0,0,0,0,0,0,0,0,0
"As","asz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Atsahuaca","atc","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Atemble","ate","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ati","atk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mt. Iraya Agta","atl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ata","atm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ashtiani","atn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Pudtol Atta","atp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Waimiri-Atroari","atr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Gros Ventre","ats","Living","Still",0,0,0,0,0,0,0,0,0,0
"Reel","atu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Atsugewi","atw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Arutani","atx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Arta","atz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Asumboa","aua","Living","Still",0,0,0,0,0,0,0,0,0,0
"Alugu","aub","Living","Still",0,0,0,0,0,0,0,0,0,0
"Anuta","aud","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aguna","aug","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aushi","auh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Heyo","auk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aulua","aul","Living","Still",0,0,0,0,0,0,0,0,0,0
"Asu (Nigeria)","aum","Living","Still",0,0,0,0,0,0,0,0,0,0
"Molmo One","aun","Living","Still",0,0,0,0,0,0,0,0,0,0
"Auyokawa","auo","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Makayam","aup","Living","Still",0,0,0,0,0,0,0,0,0,0
"Anus","auq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aruek","aur","Living","Still",0,0,0,0,0,0,0,0,0,0
"Austral","aut","Living","Still",0,0,0,0,0,0,0,0,0,0
"Awyi","auw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aurá","aux","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Uzbeki Arabic","auz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Avau","avb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Alviri-Vidari","avd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Avikam","avi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Angkamuthi","avm","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Agavotaguerra","avo","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Aushiri","avs","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Avá-Canoeiro","avv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Cicipu","awc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Awetí","awe","Living","Still",0,0,0,0,0,0,0,0,0,0
"Anguthimri","awg","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Awbono","awh","Living","Still",0,0,0,0,0,0,0,0,0,0
